gene_id,H1_HOCl,H2_HOCl,H3_HOCl,H4_HOCl,H1_No,H2_No,H3_No,H4_No,O1_HOCl,O2_HOCl,O3_HOCl,O4_HOCl,O1_No,O2_No,O3_No,O4_No
HVO_RS10810,2310,3266,412,194,4176,4291,3761,3175,130,922,206,425,4531,2947,2995,7953
HVO_RS10815,530,712,162,103,652,889,552,790,39,328,72,140,990,543,566,1083
HVO_RS10820,789,960,225,143,2482,1888,5294,5283,84,332,118,240,7206,1579,5109,9499
HVO_RS10825,642,982,86,24,366,344,267,452,20,165,19,42,327,203,865,1936
HVO_RS10830,4344,6328,1062,606,3002,3010,4835,5623,446,1604,659,1094,2692,2420,4539,10627
HVO_RS10835,579,782,153,52,153,180,304,420,62,183,70,150,233,129,319,929
HVO_RS10840,311,401,79,30,194,160,187,204,20,125,21,64,259,116,309,426
HVO_RS10845,47,51,22,28,65,41,120,122,3,12,15,27,86,35,111,213
HVO_RS10850,97,139,47,38,202,201,142,154,7,63,21,45,208,190,97,349
HVO_RS10855,203,340,60,29,171,134,231,226,8,92,31,43,290,143,148,533
HVO_RS10860,276,371,53,36,266,203,272,321,21,76,22,48,301,216,228,690
HVO_RS10865,164,219,20,16,152,152,176,145,6,38,9,10,211,111,128,413
HVO_RS10870,762,1037,188,90,744,639,1122,1021,69,180,104,222,1252,696,889,2367
HVO_RS10875,413,568,138,55,1511,1123,1774,1523,37,145,86,134,2140,1176,1529,4075
HVO_RS10880,37,83,22,3,77,65,30,61,0,33,5,15,81,72,55,47
HVO_RS10885,553,843,356,208,635,752,393,417,85,356,196,414,656,602,343,1033
HVO_RS10890,1075,1587,875,511,1008,1357,352,558,385,963,433,1012,748,1016,310,737
HVO_RS10895,21671,30159,4872,826,9218,8928,6324,6379,448,1392,939,5209,11940,6614,3997,12875
HVO_RS10900,896,1230,341,206,1897,1668,1804,1496,96,432,148,333,2535,1558,1156,3583
HVO_RS10905,165,219,110,85,333,273,262,270,32,77,57,82,359,207,202,633
HVO_RS10910,12,12,2,7,24,16,19,32,1,4,4,5,25,20,30,117
HVO_RS10915,31,15,21,25,42,42,51,46,9,24,16,33,63,34,36,98
HVO_RS10920,70,93,45,42,80,90,75,107,15,47,33,51,146,71,66,224
HVO_RS10925,82,123,46,31,190,184,259,241,19,49,42,55,328,160,223,426
HVO_RS10930,40,60,13,5,60,31,84,90,4,28,7,12,77,36,90,147
HVO_RS10935,103,115,11,14,140,110,164,194,10,33,9,27,209,123,141,322
HVO_RS10940,7,16,4,2,188,190,109,199,0,9,4,2,103,145,240,815
HVO_RS10945,95,127,45,17,1447,1577,1548,1677,13,37,25,34,1082,1335,1100,2772
HVO_RS10960,2219,3016,640,369,2455,2004,2716,2954,274,1031,384,634,2994,2115,2065,5357
HVO_RS10965,628,943,210,100,2248,2079,2474,2263,64,351,94,183,3090,2211,1670,3409
HVO_RS10970,350,448,121,62,717,704,458,458,41,186,53,86,735,552,328,913
HVO_RS10975,167,235,61,23,86,84,113,169,11,96,17,58,128,76,152,271
HVO_RS10980,3352,4117,1812,1286,5133,5889,5237,6430,663,1908,1565,2570,6820,6294,4980,8934
HVO_RS10985,4955,6178,2240,1424,9153,9767,9894,11233,805,2753,1772,2960,12944,11204,9008,13836
HVO_RS10990,85,90,38,25,811,726,1021,1115,8,40,21,54,1089,674,826,1243
HVO_RS10995,55,54,4,6,90,74,79,125,1,25,2,6,137,99,102,259
HVO_RS11000,21,22,6,3,49,49,46,73,6,2,4,7,50,29,99,217
HVO_RS11005,494,631,201,162,5507,4971,5126,5227,86,244,171,250,5045,4528,3788,9472
HVO_RS11010,629,799,160,94,1581,1415,996,796,52,328,74,156,1387,1208,687,1929
HVO_RS11015,369,434,168,130,1333,1207,1081,938,46,156,122,138,1085,1105,662,2437
HVO_RS11020,107,210,65,34,214,562,85,246,51,87,41,78,466,242,57,202
HVO_RS11025,63,72,20,21,1090,1076,639,721,11,28,19,36,1182,991,465,1377
HVO_RS11030,45,67,22,21,274,306,302,315,5,15,25,36,479,343,240,768
HVO_RS11035,137,143,57,61,366,380,424,441,25,58,54,62,495,281,347,779
HVO_RS11040,10,10,3,1,56,57,56,63,0,8,3,0,79,40,41,58
HVO_RS11045,12,5,1,1,26,12,16,14,0,3,1,3,17,3,29,41
HVO_RS11050,95,147,53,25,114,115,175,141,16,62,20,53,173,75,77,334
HVO_RS11055,249,384,99,76,101,89,85,81,22,206,51,111,80,97,32,139
HVO_RS11060,118,147,52,32,144,125,142,164,14,55,32,84,171,119,131,501
HVO_RS11065,110,161,63,33,440,364,578,584,7,47,34,51,511,393,568,1151
HVO_RS11070,461,705,190,112,1156,1006,899,1032,65,228,102,211,1014,846,827,1542
HVO_RS11075,335,487,73,44,131,143,160,136,20,179,29,67,204,140,153,348
HVO_RS11080,634,822,103,65,169,180,172,151,32,210,44,110,217,185,187,397
HVO_RS11090,452,694,188,181,1440,1387,1232,1303,72,285,186,263,1413,1177,988,2659
HVO_RS11095,279,418,47,15,53,56,68,79,8,70,18,50,63,56,44,183
HVO_RS11100,534,780,140,69,117,119,142,128,40,230,41,139,154,102,68,362
HVO_RS11105,68,95,18,3,30,31,61,45,0,35,2,15,54,35,57,114
HVO_RS11110,378,487,45,24,491,532,397,425,18,142,37,54,573,443,380,1255
HVO_RS11115,81,103,20,18,312,327,284,329,4,30,12,30,450,253,285,1061
HVO_RS11120,593,847,207,161,764,740,853,986,57,301,115,239,1244,695,772,2038
HVO_RS11125,45,73,22,2,126,115,63,58,2,15,4,10,132,98,114,447
HVO_RS11130,16,26,4,2,14,33,23,13,2,9,3,3,22,29,28,101
HVO_RS11135,321,481,121,56,613,602,527,633,37,150,51,102,771,578,537,1410
HVO_RS11140,1472,1985,418,231,2459,2309,2391,2462,122,721,188,362,2992,2320,2115,4469
HVO_RS11145,1327,1887,342,166,1923,1846,2006,1993,79,469,137,288,2729,1660,1568,4029
HVO_RS11150,199,293,81,39,272,328,343,316,20,61,29,76,362,243,229,930
HVO_RS11155,1251,1755,456,214,1147,1013,2015,1603,89,417,155,381,1683,1045,1443,3687
HVO_RS11160,232,269,92,48,167,158,163,221,22,132,27,74,239,124,160,427
HVO_RS11165,13693,17679,8070,153,1033,1583,982,1203,78,368,152,8966,1063,719,681,2267
HVO_RS11170,1803,2494,1108,79,985,959,933,1089,57,445,88,968,1337,782,794,1388
HVO_RS11175,2895,4006,1455,507,1961,2022,1626,1660,326,1275,531,1229,1853,1708,1413,4234
HVO_RS11180,405,586,213,83,782,1070,1101,1167,55,194,90,209,1025,685,906,3382
HVO_RS11185,4997,6718,1570,511,3207,3047,3451,3234,390,2127,492,1228,3846,3301,2742,7055
HVO_RS11190,211,292,66,22,191,186,168,133,27,97,34,77,171,173,116,388
HVO_RS11195,918,1086,312,130,386,415,331,297,72,350,80,245,402,339,274,704
HVO_RS11200,195,277,106,32,32,46,22,37,15,92,29,74,100,37,27,81
HVO_RS11205,1202,1716,113,45,2428,2334,1633,1114,24,355,19,52,2405,2092,1192,5277
HVO_RS11210,2661,3389,334,112,1696,1533,1782,1649,60,696,89,221,2270,1371,1320,4182
HVO_RS11215,118,133,43,6,109,98,69,94,8,43,7,18,131,46,202,431
HVO_RS11220,617,984,101,65,2190,3822,762,1091,27,253,57,98,1594,2219,874,5485
HVO_RS11225,1192,1710,442,212,732,808,587,560,164,618,151,355,848,757,397,1259
HVO_RS11230,724,1102,500,269,131,192,92,117,156,504,291,482,124,130,68,324
HVO_RS11235,532,664,164,79,480,475,471,462,61,205,72,171,556,405,361,943
HVO_RS11240,2890,4239,668,406,2438,2481,1755,1560,192,1299,325,592,2278,2005,1089,3397
HVO_RS11245,1154,1760,179,82,158,180,129,154,54,440,66,190,142,235,116,227
HVO_RS11250,1101,1832,120,40,167,337,97,85,25,399,34,70,113,414,96,180
HVO_RS11255,8524,11233,772,157,513,731,374,383,104,3058,114,489,452,398,448,1282
HVO_RS11260,56,79,11,4,13,25,13,24,3,25,7,17,36,12,23,53
HVO_RS11265,387,568,204,57,63,83,36,48,36,270,30,136,63,44,60,158
HVO_RS11270,206,344,118,16,38,32,26,34,35,144,12,87,56,28,21,49
HVO_RS11275,1868,2602,753,163,93,126,65,77,166,1164,91,531,139,71,76,160
HVO_RS11280,178,228,82,10,6,1,4,8,9,91,14,51,4,1,6,10
HVO_RS11285,1721,1912,540,116,29,38,33,48,121,938,66,369,52,25,34,77
HVO_RS11290,414,590,121,56,459,456,449,413,35,205,30,99,498,461,303,959
HVO_RS11295,460,658,293,188,577,553,558,588,116,275,145,222,893,487,398,1348
HVO_RS11300,341,483,119,63,2528,2324,2887,3047,38,176,66,104,3013,1944,2571,5691
HVO_RS11305,107,166,22,11,711,568,999,1021,12,45,31,34,1037,591,923,1744
HVO_RS11310,98,182,51,32,612,614,798,1000,20,51,23,72,1011,476,922,1768
HVO_RS11315,129,371,141,125,243,1988,171,458,103,89,132,243,771,219,207,461
HVO_RS11320,156,211,92,60,537,522,302,422,28,115,80,104,591,644,218,491
HVO_RS11325,235,315,60,64,843,747,881,747,38,99,74,98,1115,735,639,1288
HVO_RS11330,37,41,25,13,149,128,150,134,7,23,9,16,225,95,165,346
HVO_RS11335,277,484,153,142,935,907,1064,946,29,166,149,181,1075,1014,829,2194
HVO_RS11340,193,298,74,61,651,495,745,627,34,101,30,71,689,643,520,693
HVO_RS11345,235,293,73,54,368,345,515,579,32,120,41,82,469,316,359,798
HVO_RS11350,224,283,103,73,554,578,439,738,30,126,62,89,600,543,453,536
HVO_RS11355,87,140,33,26,601,527,413,372,15,50,30,33,397,485,259,731
HVO_RS11360,158,192,31,24,707,609,672,653,22,73,32,72,977,421,752,1779
HVO_RS11365,265,289,95,86,735,716,849,818,73,170,106,169,977,495,758,1969
HVO_RS11370,44,64,22,20,98,131,104,150,22,29,31,37,148,69,102,239
HVO_RS11375,61,68,26,18,192,217,180,381,15,28,38,33,355,97,234,592
HVO_RS11380,7,7,2,14,86,158,19,89,5,3,20,28,22,98,26,46
HVO_RS11385,55,101,30,33,455,580,107,258,18,46,32,60,433,380,135,259
HVO_RS11390,138,172,36,23,490,540,406,383,7,65,26,36,583,439,281,721
HVO_RS11395,432,592,90,57,678,761,468,638,39,156,50,106,784,641,452,934
HVO_RS11400,304,418,81,42,697,706,492,545,24,127,32,90,835,607,423,1171
HVO_RS11405,190,244,74,45,381,356,443,545,18,108,80,98,659,257,426,920
HVO_RS11410,118,198,42,41,689,662,595,760,14,67,28,69,1105,498,489,1667
HVO_RS11415,7,21,7,5,58,48,55,78,5,4,7,17,73,43,71,177
HVO_RS11420,154,199,99,77,522,499,484,567,42,99,92,184,649,429,501,957
HVO_RS11425,292,469,109,82,1147,1068,1137,1002,50,184,80,136,1129,797,866,1924
HVO_RS11430,108,137,45,52,805,644,598,575,16,80,58,68,812,803,466,1306
HVO_RS11435,103,136,61,75,738,739,1214,1127,33,55,60,100,1340,657,979,1838
HVO_RS11440,46,41,22,26,112,110,126,176,17,27,30,45,172,128,134,303
HVO_RS11445,30,48,21,13,117,128,136,170,10,18,16,29,140,103,119,252
HVO_RS11450,80,127,86,63,218,222,301,362,35,57,88,148,334,229,253,575
HVO_RS11455,235,338,197,220,1686,1826,1649,2230,115,122,299,530,2162,1266,1586,3138
HVO_RS11460,257,340,133,125,629,700,643,748,77,156,150,254,894,573,553,1681
HVO_RS11465,180,274,33,21,539,587,360,413,10,115,22,30,587,424,353,1046
HVO_RS11470,10,17,4,1,11,7,3,12,1,4,1,4,7,2,12,54
HVO_RS11475,147,204,41,28,106,113,125,133,10,64,13,39,143,103,96,272
HVO_RS11480,868,1276,253,120,152,160,128,135,60,348,67,161,122,122,81,353
HVO_RS11485,4864,6622,1388,537,1401,1257,1493,1339,364,2418,384,982,1442,1067,942,2300
HVO_RS11490,58,82,34,22,59,81,94,100,17,35,16,25,97,48,47,160
HVO_RS11495,61,108,18,15,88,90,97,101,11,39,16,20,106,60,81,237
HVO_RS11500,60,66,12,11,106,79,68,74,6,17,21,14,142,63,46,147
HVO_RS11505,8,16,2,3,27,32,29,32,0,10,2,6,45,17,27,31
HVO_RS11510,865,943,313,175,414,437,1131,984,60,441,124,295,882,548,716,1526
HVO_RS11515,397,597,132,132,764,700,785,670,63,212,98,169,942,586,533,1446
HVO_RS11520,309,373,85,63,713,594,727,674,32,136,55,93,771,582,479,1225
HVO_RS11525,788,1139,210,101,726,760,632,583,87,379,91,198,976,620,514,1391
HVO_RS11530,505,690,112,69,381,420,379,378,41,220,55,124,544,330,286,994
HVO_RS11540,815,1088,241,116,334,307,344,325,34,350,61,167,359,453,172,615
HVO_RS11545,231,358,57,10,254,192,295,278,9,87,15,36,472,207,263,691
HVO_RS11555,552,668,242,126,314,424,327,371,86,289,116,218,466,354,260,912
HVO_RS11560,408,506,214,136,418,453,372,759,60,205,119,226,576,283,405,1679
HVO_RS11565,31,52,11,4,98,128,82,105,1,13,0,5,94,47,156,347
HVO_RS11575,62,73,36,11,183,265,204,202,3,36,12,23,287,159,168,330
HVO_RS11580,385,433,172,93,417,505,306,316,46,179,86,168,444,296,220,511
HVO_RS11585,23,17,9,8,3,4,2,0,0,10,6,1,5,5,6,7
HVO_RS11590,11,13,6,6,1,4,7,2,1,6,3,7,13,4,5,9
HVO_RS11595,3,10,4,7,3,2,5,11,2,6,4,11,8,0,2,12
HVO_RS11600,91,127,87,62,123,168,117,124,34,52,65,122,141,115,85,239
HVO_RS11605,17,31,21,26,36,44,45,40,9,17,13,18,26,35,43,82
HVO_RS11610,64,55,20,23,94,119,124,98,7,43,26,45,74,69,52,179
HVO_RS11615,40,54,16,4,18,19,22,21,7,22,8,25,46,17,20,54
HVO_RS11620,27,42,16,17,13,23,9,13,4,19,26,39,37,13,15,59
HVO_RS11625,2,2,0,0,3,6,3,3,0,1,0,0,12,1,2,23
HVO_RS11630,51,80,35,22,125,112,78,111,15,29,35,48,206,88,82,269
HVO_RS11635,75,86,28,26,1060,1125,1112,1314,14,30,35,40,1843,690,1113,2616
HVO_RS11640,10255,14594,2024,57,257,353,227,279,14,59,48,1424,174,95,118,369
HVO_RS11645,4984,7146,1049,41,132,163,132,187,20,41,51,759,159,75,106,298
HVO_RS11650,753,1035,203,31,1324,1405,1053,1265,14,73,49,114,1873,1024,825,3014
HVO_RS11655,976,1241,309,30,319,284,447,531,11,37,27,194,385,292,293,1006
HVO_RS11660,388,529,229,69,322,315,487,519,23,68,58,200,359,301,360,892
HVO_RS11665,196,249,78,46,131,139,169,170,18,35,43,83,133,130,158,399
HVO_RS11670,139,164,116,106,104,102,76,102,40,62,116,181,123,90,77,207
HVO_RS11675,106,138,32,33,665,646,605,631,9,27,17,44,819,529,456,711
HVO_RS11680,762,1194,265,231,4565,3348,3397,4638,110,350,280,394,4367,2984,3735,5374
HVO_RS11685,114,181,57,45,256,317,220,398,13,58,40,79,314,206,238,400
HVO_RS11690,14,14,5,1,28,19,28,27,2,4,5,12,25,14,16,54
HVO_RS11695,6,33,12,18,34,51,41,39,5,8,16,14,57,26,38,88
HVO_RS11700,14,22,12,21,32,58,45,67,2,11,15,32,77,25,42,56
HVO_RS11705,37,52,40,46,40,61,34,41,14,28,25,34,71,35,34,111
HVO_RS11710,49,57,34,34,112,121,111,113,15,41,23,28,169,128,87,269
HVO_RS11715,359,491,112,85,2095,1823,1669,1491,50,169,108,132,2233,1844,1328,3031
HVO_RS11720,113,137,56,32,266,293,356,356,18,41,35,61,497,255,332,652
HVO_RS11725,21,43,17,7,96,105,140,151,6,10,5,17,163,128,124,331
HVO_RS11730,128,155,33,32,366,435,337,387,30,49,35,61,511,313,283,699
HVO_RS11735,3093,4394,560,118,531,585,489,558,95,493,69,368,685,366,411,1272
HVO_RS11740,606,883,198,59,343,449,371,405,25,113,52,154,520,296,237,643
HVO_RS11745,102,193,58,35,85,220,50,55,19,31,15,44,145,47,48,99
HVO_RS11750,133,182,58,18,77,81,68,72,12,21,14,47,122,50,61,153
HVO_RS11755,83,152,50,24,101,107,118,119,23,42,24,55,182,92,128,241
HVO_RS11760,57,73,54,29,38,57,49,56,9,19,61,108,80,33,37,85
HVO_RS11765,69,104,32,34,30,38,47,70,13,31,35,71,88,37,59,159
HVO_RS11770,91,133,59,55,442,407,634,569,27,58,60,82,793,387,531,1225
HVO_RS11775,50,81,13,3,244,263,131,173,4,29,15,7,236,251,108,441
HVO_RS11780,36,42,9,6,107,121,92,83,6,36,7,20,111,97,66,197
HVO_RS11785,134,217,69,89,472,418,425,476,48,74,98,114,607,425,370,1008
HVO_RS11790,402,557,141,80,432,431,595,574,60,206,77,135,870,441,455,1164
HVO_RS11795,271,478,217,189,382,518,350,454,109,198,192,300,730,460,385,938
HVO_RS11800,168,276,74,34,507,544,483,485,24,83,42,81,676,347,373,929
HVO_RS11805,127,125,24,19,300,308,292,423,6,49,37,45,389,240,695,1161
HVO_RS11810,1023,1138,398,175,2088,2232,1786,2187,168,626,172,423,2781,1484,2001,5060
HVO_RS11815,1545,2062,494,238,974,852,1868,2367,151,667,206,492,1658,840,1553,4430
HVO_RS11820,1275,1789,601,488,3108,2529,5513,6017,244,702,529,849,4576,2762,5000,12680
HVO_RS11825,491,611,237,211,1472,1008,2802,3088,104,254,245,378,2387,1196,2722,6364
HVO_RS11830,1839,2587,533,205,619,592,617,517,144,748,220,358,712,522,392,1387
HVO_RS11835,1882,2535,648,487,8936,7829,10506,10043,224,778,494,788,11533,6346,10198,16340
HVO_RS11840,571,758,270,183,694,691,1068,1308,99,326,201,312,924,528,998,2350
HVO_RS11845,44,60,18,13,40,57,28,59,10,36,9,25,80,45,50,106
HVO_RS11850,8291,11377,4469,3701,43893,45836,6992,6418,2133,6229,3485,6036,21102,27919,4013,15457
HVO_RS11855,1794,2638,1227,717,2689,3250,1029,1124,433,1237,636,1157,2124,1669,906,3235
HVO_RS11865,599,750,483,348,208,200,179,261,143,416,223,394,201,182,157,407
HVO_RS11870,282,399,113,70,569,619,283,346,39,184,42,94,527,481,259,942
HVO_RS11875,277,395,76,36,106,126,101,97,22,125,32,52,160,106,88,288
HVO_RS11880,418,612,167,83,304,281,278,222,57,243,57,129,337,229,195,580
HVO_RS11885,2741,3393,973,329,2625,2624,2064,815,278,1650,213,544,2210,2829,797,3522
HVO_RS11890,90,124,35,17,19,24,34,43,11,49,7,23,49,21,19,59
HVO_RS11895,148,177,57,28,119,140,153,141,17,56,27,63,202,77,108,354
HVO_RS11900,516,677,171,101,553,510,616,633,68,256,117,167,775,489,544,1226
HVO_RS11905,1184,1570,384,256,1335,1208,1404,1457,166,674,208,469,1826,1180,1060,2276
HVO_RS11910,1572,1933,1587,1488,2114,2490,2241,2102,813,1260,1335,1955,3092,2713,1783,5329
HVO_RS11915,5435,6923,1380,701,981,1118,631,691,512,2347,610,1496,849,820,493,1637
HVO_RS11920,1282,1831,606,408,2106,2029,1248,1249,247,854,280,618,1655,1808,978,2369
HVO_RS11925,3,10,4,1,0,7,3,7,2,0,3,3,6,4,5,10
HVO_RS11930,63,73,44,33,78,84,60,50,16,38,31,49,86,83,50,133
HVO_RS11935,152,193,93,85,251,238,136,156,37,121,61,130,270,275,113,238
HVO_RS11940,110,152,92,64,134,163,166,137,39,60,96,147,213,110,147,488
HVO_RS11945,95,101,34,18,112,80,298,224,13,43,26,23,216,115,167,456
HVO_RS11950,964,1299,324,225,6785,6521,12396,10737,149,338,227,300,8402,7422,8713,21702
HVO_RS11955,531,699,172,124,3293,2969,7337,6022,76,154,123,166,4352,4121,5209,11666
HVO_RS11960,2131,2816,671,472,9194,8589,19627,16937,227,611,419,621,12359,10884,13676,30391
HVO_RS11965,12,24,11,6,89,111,239,246,0,3,10,4,146,132,511,949
HVO_RS11970,808,1159,429,443,5406,4788,12418,10424,225,411,489,553,7615,6549,8833,17201
HVO_RS11975,203,282,88,45,2030,1786,4728,4126,19,77,62,57,2963,2431,3871,8021
HVO_RS11980,3121,4458,827,618,11064,9626,23420,19981,369,1024,850,853,15097,11460,16075,38550
HVO_RS11985,710,1107,858,1203,29342,29232,46762,43472,576,429,1712,768,32413,28048,33088,95813
HVO_RS11990,71,66,15,11,353,363,332,403,8,28,18,36,505,306,307,1004
HVO_RS11995,211,279,57,37,463,487,479,543,17,122,42,62,649,409,415,1276
HVO_RS12000,88,128,31,15,179,196,218,215,12,38,19,32,313,165,206,523
HVO_RS12005,42,56,23,11,86,91,76,73,4,29,17,13,108,74,196,549
HVO_RS12010,158,227,55,30,601,828,506,560,7,68,34,57,835,572,457,1601
HVO_RS12015,284,356,60,28,321,255,225,248,16,96,12,54,406,238,247,449
HVO_RS12020,561,906,295,168,318,406,169,251,132,369,204,293,313,241,226,644
HVO_RS12030,17,20,4,2,27,23,13,8,0,9,3,3,27,19,20,29
HVO_RS12035,127,182,73,44,756,882,773,1239,17,71,66,77,1120,556,1073,1967
HVO_RS12040,167,206,30,13,500,473,562,658,4,70,16,45,729,305,469,1285
HVO_RS12045,210,213,37,22,117,132,174,181,19,51,18,28,235,126,123,305
HVO_RS12050,289,408,178,146,777,814,1388,1682,61,192,147,206,1712,750,1524,2318
HVO_RS12055,806,1065,437,220,256,285,373,402,129,410,157,388,550,228,380,1011
HVO_RS12060,16381,21646,8037,5224,960,968,1485,1230,2169,10836,2814,8499,1152,820,775,3867
HVO_RS12065,280,421,58,30,188,204,161,221,32,130,25,82,257,122,159,410
HVO_RS12070,56,85,16,1,47,52,79,65,5,18,7,11,93,43,95,503
HVO_RS12075,515,803,138,53,1064,886,1225,1232,29,200,74,117,1426,826,937,2336
HVO_RS12080,552,744,135,83,2706,2655,3767,3438,47,202,82,170,3530,2321,2491,6110
HVO_RS12085,720,1029,258,115,2706,2230,2705,3342,86,308,158,318,4188,2664,2716,4451
HVO_RS12090,161,236,122,101,688,695,628,892,29,70,143,181,994,775,805,976
HVO_RS12095,341,462,214,223,1919,2009,1620,2282,88,225,184,335,2818,1973,1607,3215
HVO_RS12100,529,735,920,777,1672,2465,792,1851,244,481,1148,1557,1799,2272,1136,1171
HVO_RS12105,396,536,411,369,612,823,376,802,115,245,331,614,738,753,531,538
HVO_RS12110,286,350,160,93,1095,1159,698,1048,46,164,154,210,1353,930,1168,2809
HVO_RS12115,1677,2627,939,779,2094,2237,1234,1483,400,1180,686,1196,1892,1594,1211,3701
HVO_RS12120,4013,5900,2023,1438,5706,5496,4162,4113,1051,2723,1444,2566,5528,4047,3159,7622
HVO_RS12125,957,1482,1331,1375,4137,4490,1522,2419,425,882,1239,1503,3238,3177,1537,2581
HVO_RS12130,897,1148,320,290,1781,1752,2194,2456,162,457,296,487,2799,1747,1921,3509
HVO_RS12135,505,695,82,25,383,313,372,372,18,141,33,59,400,243,258,880
HVO_RS12140,136,181,20,16,271,248,226,249,14,71,28,36,351,190,187,267
HVO_RS12145,174,233,58,29,477,467,488,455,21,79,39,51,563,390,377,1025
HVO_RS12150,158,254,53,32,194,184,286,216,15,88,24,54,269,174,209,883
HVO_RS12155,170,275,66,50,608,525,521,607,30,85,56,96,668,444,473,1332
HVO_RS12160,101,133,69,52,221,219,228,260,26,58,45,101,309,175,193,520
HVO_RS12165,214,345,175,135,236,227,252,323,77,146,174,302,431,213,253,617
HVO_RS12170,134,150,62,45,103,95,125,209,9,69,52,95,149,101,151,334
HVO_RS12175,1033,1251,725,554,6152,8309,5971,13280,172,692,800,1333,4905,9788,12089,30219
HVO_RS12180,128,191,94,89,1567,1414,2349,2101,44,95,99,138,2252,1049,1845,4387
HVO_RS12185,140,211,65,25,428,433,674,691,21,84,39,54,584,412,474,1261
HVO_RS12190,118,171,22,11,249,261,238,229,19,34,12,24,335,217,177,469
HVO_RS12195,603,862,224,188,1510,2010,843,1301,98,402,142,384,1820,875,624,2181
HVO_RS12200,3645,4668,1197,641,3092,2847,3877,4284,346,1817,479,1232,4711,2322,3811,9937
HVO_RS12205,979,1370,202,115,2139,2353,1424,1001,82,437,94,159,1745,1485,682,2440
HVO_RS12210,188,248,87,66,300,322,323,348,27,91,50,86,485,345,259,577
HVO_RS12215,298,454,239,185,319,348,250,238,91,221,158,311,354,229,187,484
HVO_RS12220,30,56,23,15,60,65,41,94,4,15,15,28,68,50,55,158
HVO_RS12225,84,146,29,14,360,320,397,376,14,49,19,32,441,304,322,763
HVO_RS12230,545,757,100,103,650,527,565,644,45,220,92,120,627,510,512,1354
HVO_RS12235,26,59,6,2,28,31,30,60,0,10,4,2,54,19,88,253
HVO_RS12240,555,564,103,84,1101,1169,1985,2866,33,180,40,99,2114,1212,2423,5553
HVO_RS12245,1264,1614,303,273,2613,2361,4093,5036,108,504,296,373,4843,2225,4803,10159
HVO_RS12250,1134,1533,298,209,2741,2372,4097,4337,126,475,209,408,4293,2292,4483,10693
HVO_RS12255,1882,2499,703,571,6675,6571,8821,9961,250,1062,503,785,8378,5510,9759,22530
HVO_RS12260,89,155,33,46,398,455,272,413,8,32,40,66,482,272,331,1034
HVO_RS12265,122,221,43,25,481,459,514,621,28,64,31,72,750,334,555,1130
HVO_RS12270,370,431,151,124,1149,992,1096,1215,56,162,131,156,1577,807,1099,2414
HVO_RS12275,95,141,38,24,173,136,204,181,17,58,17,47,202,111,203,465
HVO_RS12280,2912,3427,1668,855,4223,4311,4064,4092,611,1621,960,2026,4749,3411,3221,8801
HVO_RS12285,696,928,353,200,741,707,859,1119,131,353,183,386,1373,651,1018,1920
HVO_RS12290,271,392,134,121,378,454,357,483,60,146,104,168,532,319,331,699
HVO_RS12295,362,481,142,89,170,206,224,275,26,158,63,136,255,166,226,505
HVO_RS12300,138,161,38,28,90,68,72,89,10,57,15,22,139,66,93,168
HVO_RS12305,145,195,32,23,36,46,37,46,7,70,8,29,71,37,57,163
HVO_RS12310,207,307,52,9,91,79,118,125,21,98,33,52,111,75,149,402
HVO_RS12315,599,815,179,89,377,339,445,404,39,339,61,149,507,304,284,1158
HVO_RS12320,236,317,74,67,206,214,149,193,25,115,49,105,366,198,138,393
HVO_RS12325,172,197,55,42,154,154,279,260,13,60,16,54,175,112,184,597
HVO_RS12330,441,507,133,97,515,474,317,328,30,175,83,140,594,362,203,683
HVO_RS12335,465,748,135,82,722,726,556,707,31,198,69,149,811,624,598,1865
HVO_RS12340,1467,2031,238,106,537,462,815,759,41,536,78,209,890,448,717,1636
HVO_RS12345,2440,2964,962,550,4895,4543,5913,5945,341,1351,545,1007,7387,3921,5892,10895
HVO_RS12350,183,287,73,40,567,641,451,387,24,58,53,57,633,430,275,990
HVO_RS12355,1982,2671,698,487,1115,1314,953,974,215,809,383,661,1459,853,918,2542
HVO_RS12360,2831,3877,512,193,2083,2158,1251,1082,125,824,196,473,1683,1807,799,2567
HVO_RS12365,288,372,51,37,238,221,237,300,28,129,41,68,335,219,223,582
HVO_RS12370,100,181,37,35,164,164,196,232,14,60,31,51,256,123,167,476
HVO_RS12375,268,381,76,78,926,880,808,738,43,145,77,122,1241,812,654,1739
HVO_RS12380,75,71,23,17,211,219,149,182,9,22,28,39,250,129,201,424
HVO_RS12385,163,270,69,41,353,349,400,366,31,91,57,79,494,331,270,761
HVO_RS12390,211,261,57,12,216,243,309,330,12,87,17,40,323,209,270,549
HVO_RS12395,849,1291,197,87,1735,1630,1980,2395,68,347,67,168,2783,1367,1831,4042
HVO_RS12400,513,638,180,54,846,618,1157,1335,39,223,49,142,1480,712,1214,2375
HVO_RS12405,2056,2836,471,177,1979,1777,2896,3070,146,815,144,415,3908,1596,2667,5965
HVO_RS12410,173,283,78,66,731,652,959,999,23,84,67,104,1149,515,880,2005
HVO_RS12415,486,668,125,79,332,320,372,512,52,198,88,183,523,344,380,778
HVO_RS12420,160,266,49,20,124,156,59,72,28,97,32,29,127,128,47,242
HVO_RS12425,327,433,91,46,703,733,365,372,34,176,73,63,674,492,590,1723
