gene_id,H1_HOCl,H2_HOCl,H3_HOCl,H4_HOCl,H1_No,H2_No,H3_No,H4_No,O1_HOCl,O2_HOCl,O3_HOCl,O4_HOCl,O1_No,O2_No,O3_No,O4_No
HVO_RS17080,257,333,325,326,551,610,533,847,196,205,424,716,1028,440,737,1014
HVO_RS17085,5722,7769,9588,8208,16135,35384,13098,15557,6036,3268,10928,20215,26654,9815,6986,24429
HVO_RS17090,0,4,1,1,0,2,2,0,0,0,1,0,2,0,0,7
HVO_RS17095,17,15,1,1,9,13,10,11,1,7,3,3,2,7,4,43
HVO_RS17100,159,208,81,49,189,189,137,138,20,54,20,47,190,90,60,314
HVO_RS17105,322,511,192,108,46,39,46,45,41,222,101,196,46,21,44,182
HVO_RS17110,622,978,526,481,491,639,331,263,144,539,563,606,297,497,213,1493
HVO_RS17115,81,126,54,25,61,65,86,74,22,70,16,38,127,62,84,246
HVO_RS17120,388,490,116,76,454,632,370,375,27,225,64,126,427,358,315,1199
HVO_RS17125,666,895,258,91,655,582,725,649,79,312,100,263,793,498,627,1687
HVO_RS17130,109,186,59,21,206,203,322,272,19,54,33,48,224,194,224,732
HVO_RS17135,1152,1532,310,184,1439,1227,2147,1458,96,581,150,226,1815,1317,1135,4104
HVO_RS17140,2052,2807,339,178,1520,1652,964,965,131,937,139,289,1688,1211,722,2170
HVO_RS17145,46,67,35,34,85,112,67,78,15,40,54,62,228,139,82,246
HVO_RS17150,67,105,36,31,347,468,104,137,25,54,49,67,665,728,97,283
HVO_RS17155,43,75,21,9,851,1023,19,41,5,36,15,20,1038,2186,35,166
HVO_RS17160,72,122,26,11,1452,1749,48,90,5,71,6,27,2011,3938,54,205
HVO_RS17165,129,239,18,25,1848,2103,78,136,17,133,20,49,2455,4481,79,362
HVO_RS17170,47,69,30,13,128,133,125,103,13,32,12,13,221,104,94,251
HVO_RS17175,190,274,40,38,392,311,386,463,20,80,43,84,639,319,363,875
HVO_RS17180,551,779,240,163,1824,2483,1101,1759,100,264,187,275,2302,1942,1171,4076
HVO_RS17185,46,70,12,14,113,95,153,111,5,28,2,11,218,86,72,351
HVO_RS17190,180,232,59,25,694,675,503,579,13,97,12,49,642,514,363,1155
HVO_RS17195,104,103,34,13,84,64,81,135,9,31,9,22,101,36,86,228
HVO_RS17200,370,420,271,221,1210,1384,1272,1836,168,222,255,391,2386,1090,1490,2764
HVO_RS17205,288,369,166,151,749,682,540,540,100,227,161,210,717,562,392,1100
HVO_RS17210,355,490,115,37,137,132,161,159,37,168,44,95,237,80,93,383
HVO_RS17215,465,562,93,30,74,55,90,70,23,191,39,81,124,74,60,220
HVO_RS17220,1431,1815,209,80,62,65,73,111,33,469,36,180,133,54,86,248
HVO_RS17230,35,53,30,14,12,17,11,5,1,12,28,38,46,30,6,20
HVO_RS17235,47,78,28,22,84,70,57,55,20,25,27,38,114,71,59,128
HVO_RS17240,6,3,4,2,1,4,1,5,0,0,3,2,0,1,5,14
HVO_RS17245,110,155,24,16,167,164,206,187,17,45,21,22,229,149,155,400
HVO_RS17250,47,82,9,6,92,103,57,72,6,17,17,12,153,87,50,272
HVO_RS17255,737,973,253,127,896,962,833,1066,96,335,106,259,1285,744,796,1756
HVO_RS17260,135,192,35,26,86,51,105,116,10,54,24,33,119,53,83,246
HVO_RS17265,138,219,51,17,357,308,412,406,20,61,25,49,632,258,348,968
HVO_RS17270,134,148,53,35,176,211,127,155,18,71,36,52,197,177,104,321
HVO_RS17275,155,176,46,31,206,252,292,269,16,64,25,47,348,190,230,802
HVO_RS17280,1234,1622,151,67,804,677,947,1163,35,353,49,120,1359,660,1032,2376
HVO_RS17285,91,151,49,52,1647,1475,857,553,34,83,54,41,1164,1460,381,1257
HVO_RS17290,160,205,74,60,1422,1352,769,512,27,95,49,58,916,1208,323,1089
HVO_RS17300,211,324,65,33,693,655,700,701,27,112,42,78,939,440,527,1352
HVO_RS17305,13,21,19,24,25,51,14,54,6,11,7,26,95,28,31,90
HVO_RS17310,95,117,32,25,98,123,68,102,9,38,16,24,163,82,62,224
HVO_RS17315,38,57,43,43,337,424,179,229,25,26,42,81,383,321,146,506
HVO_RS17320,97,89,29,28,538,561,682,760,28,53,51,57,1000,454,527,1436
HVO_RS17325,146,178,80,72,372,273,288,337,28,81,58,101,476,271,285,651
HVO_RS17330,154,204,59,37,168,153,170,211,14,79,23,53,291,127,156,447
HVO_RS17335,190,286,111,65,238,238,162,196,44,149,85,104,291,263,128,487
HVO_RS17340,513,675,200,134,454,418,354,357,88,342,129,198,405,421,272,822
HVO_RS17345,257,358,85,40,215,262,168,222,24,149,32,74,271,193,141,693
HVO_RS17350,2050,2646,454,216,3194,3255,4874,4876,124,758,202,441,5707,2918,4616,11553
HVO_RS17355,1437,1964,513,202,2635,2790,3170,3516,122,582,184,446,3564,3194,3029,5274
HVO_RS17360,262,308,104,86,776,933,1003,1040,59,121,72,132,1248,678,910,2082
HVO_RS17365,60,70,25,15,346,322,277,244,7,28,11,17,461,227,179,527
HVO_RS17370,204,244,79,63,1298,1090,1773,2411,42,78,105,128,2446,976,2299,2942
HVO_RS17375,89,122,46,32,802,696,954,1221,23,56,47,63,1325,625,1214,1492
HVO_RS17380,11,27,7,9,124,137,104,207,6,8,14,10,231,73,276,415
HVO_RS17385,24,38,8,11,52,60,38,74,4,22,11,13,123,26,54,104
HVO_RS17390,226,418,51,47,1589,1602,1068,1082,40,74,56,58,2074,1322,752,2142
HVO_RS17395,188,226,45,14,623,583,555,509,19,54,22,37,809,521,439,1024
HVO_RS17400,305,423,58,30,1295,845,613,552,16,142,45,69,1020,977,481,1193
HVO_RS17405,361,455,54,20,485,358,276,256,3,86,19,43,362,384,166,613
HVO_RS17410,282,377,50,16,203,230,230,261,14,70,28,39,284,162,230,605
HVO_RS17415,461,669,189,116,739,666,886,824,78,263,183,230,1047,599,671,1820
HVO_RS17420,248,377,103,55,177,171,229,215,29,123,55,92,273,148,204,538
HVO_RS17425,1130,1445,459,303,1747,1780,2199,2174,162,717,265,490,2411,1650,1887,3828
HVO_RS17430,495,639,212,120,356,324,358,412,45,242,84,190,479,274,283,963
HVO_RS17435,340,379,162,101,465,405,711,619,59,148,76,167,658,425,458,1240
HVO_RS17440,286,314,100,69,245,193,512,438,26,99,47,120,505,174,288,1076
HVO_RS17445,2013,2463,800,480,945,811,1762,1673,86,823,406,783,975,858,1086,4006
HVO_RS17450,2837,3769,1250,816,1193,1142,1724,1396,145,1368,697,1484,789,1327,780,3216
HVO_RS17455,440,687,31,39,461,480,344,427,14,113,27,59,635,369,282,760
HVO_RS17460,273,369,77,57,737,728,602,556,23,101,32,96,878,614,468,1252
HVO_RS17465,494,660,124,83,546,605,435,419,51,239,86,141,522,480,309,1278
HVO_RS17470,207,250,52,29,213,216,210,168,14,92,28,48,305,184,193,500
HVO_RS17475,701,887,195,96,12537,11359,28198,25028,79,251,107,207,13625,12966,18890,45717
HVO_RS17480,30,41,17,10,533,562,1308,1502,8,18,14,17,689,553,1629,5168
HVO_RS17485,230,275,107,79,802,915,1781,2238,39,120,73,126,1112,786,1614,5184
HVO_RS17490,16,19,2,2,16,12,17,41,2,8,5,2,23,16,36,94
HVO_RS17495,199,291,116,96,1634,1543,2013,1999,53,89,142,178,2093,1256,1713,4257
HVO_RS17500,214,264,83,50,829,1124,616,599,43,66,63,81,959,661,378,1513
HVO_RS17505,247,324,168,97,168,190,192,231,101,174,76,232,383,144,145,425
HVO_RS17510,22,25,11,7,7,13,9,21,4,8,9,14,35,25,3,28
HVO_RS17515,52,77,34,21,46,61,70,89,5,18,17,21,119,62,50,139
HVO_RS17520,19,27,13,7,19,23,12,37,5,11,12,14,35,31,24,85
HVO_RS17525,19,40,23,12,32,49,29,37,19,24,23,40,68,38,22,119
HVO_RS17530,204,243,22,16,359,310,364,258,9,90,12,41,437,258,232,1151
HVO_RS17535,527,626,37,22,139,125,207,171,12,116,19,53,209,114,152,594
HVO_RS17540,306,401,103,32,375,380,311,409,24,148,24,104,404,277,287,722
HVO_RS17545,133,178,25,12,271,296,303,390,13,75,14,29,370,257,401,818
HVO_RS17550,513,628,199,144,2354,2560,3430,3801,88,330,110,217,3450,2507,3452,6740
HVO_RS17555,1334,1754,574,293,608,605,572,565,217,960,270,533,776,587,414,1137
HVO_RS17560,735,899,194,78,509,441,404,390,50,267,42,126,561,378,355,652
HVO_RS17565,765,985,207,88,278,360,335,354,55,331,80,145,422,233,260,630
HVO_RS17570,1580,2182,395,174,712,637,742,608,143,757,146,286,1041,522,451,1296
HVO_RS17575,175,243,86,54,117,109,74,103,41,122,33,77,113,75,56,260
HVO_RS17580,42,73,22,11,23,27,37,30,11,37,18,36,30,32,31,91
HVO_RS17585,32,33,22,20,20,35,32,36,8,20,18,37,34,25,24,77
HVO_RS17590,89,133,77,98,2727,2537,215,248,42,70,91,157,1102,2273,94,195
HVO_RS17595,131,182,91,92,3054,3308,345,513,26,69,95,123,1213,2574,301,636
HVO_RS17600,82,114,41,50,555,513,736,790,14,51,48,85,822,442,755,1569
HVO_RS17605,5,6,3,1,21,23,26,23,0,6,7,4,30,9,34,94
HVO_RS17610,44,66,17,6,303,313,214,119,1,22,13,20,248,276,105,322
HVO_RS17615,93,111,55,72,59,73,67,73,38,57,60,101,128,80,55,181
HVO_RS17620,287,407,130,139,1100,928,934,1008,70,211,117,222,1274,700,763,1907
HVO_RS17625,695,1092,198,87,1254,1248,1290,1761,73,347,73,152,1755,915,1036,2734
HVO_RS17630,1015,1326,537,288,1039,1232,721,770,180,665,290,502,1173,813,817,2937
HVO_RS17635,16882,21702,2185,906,3340,4334,3927,2302,191,5419,739,1733,3220,4184,1537,8181
HVO_RS17640,2241,3160,367,94,229,161,246,189,51,692,82,212,288,197,189,595
HVO_RS17645,539,711,94,55,124,128,151,137,32,208,30,79,192,123,101,327
HVO_RS17650,788,1156,159,73,790,823,486,629,32,287,72,99,695,547,430,1451
HVO_RS17655,117,182,82,112,181,289,31,94,28,64,211,102,109,198,79,290
HVO_RS17660,214,274,99,79,88,78,79,78,27,130,72,129,136,79,65,207
HVO_RS17665,85,84,38,29,143,133,134,140,10,26,14,59,226,99,90,369
HVO_RS17670,133,134,58,39,361,354,293,282,31,52,35,58,452,287,206,687
HVO_RS17680,347,413,169,79,130,130,257,138,53,118,37,134,232,149,123,443
HVO_RS17685,465,560,233,90,278,302,279,393,66,193,72,171,325,269,317,511
HVO_RS17690,556,807,350,165,582,513,636,834,106,366,143,365,732,467,698,1105
HVO_RS17695,12,6,8,6,10,11,15,18,4,6,1,3,17,19,18,27
HVO_RS17700,152,205,133,142,193,233,210,188,45,131,80,123,254,281,132,340
HVO_RS17705,46,39,20,35,56,64,62,103,15,30,12,34,93,70,86,171
HVO_RS17710,120,96,58,48,59,82,51,94,20,54,43,67,109,72,58,118
HVO_RS17715,191,192,276,302,161,276,111,337,64,146,115,230,205,204,182,187
HVO_RS17720,84,170,78,46,23,24,16,32,33,77,22,83,42,23,26,46
HVO_RS17725,277,303,189,126,359,358,307,279,70,173,129,233,471,330,278,749
HVO_RS17730,657,835,338,172,1715,1544,1520,1433,97,341,177,312,1975,1266,1190,3433
HVO_RS17735,845,1033,379,140,301,308,363,484,107,386,148,345,564,262,355,658
HVO_RS17740,35360,44265,18082,7669,1272,1383,1895,1800,5466,21829,5039,14949,2150,1281,1569,3741
HVO_RS17745,1710,2432,428,96,128,189,124,135,64,898,129,257,179,71,142,406
HVO_RS17750,2699,3506,353,204,6164,6091,3543,3252,142,1026,186,366,5142,4807,2165,6864
HVO_RS17755,3119,4376,353,161,1095,1056,1075,1231,98,891,126,271,1329,806,941,2754
HVO_RS17760,884,1228,89,31,512,581,424,410,34,263,36,68,634,398,321,977
HVO_RS17765,325,456,73,24,381,437,220,269,17,89,27,36,479,259,199,691
HVO_RS17770,529,751,149,81,555,587,375,448,54,263,83,169,665,409,355,1032
HVO_RS17775,402,521,132,77,420,459,314,517,29,170,52,101,493,431,334,567
HVO_RS17780,350,500,144,85,506,405,380,548,54,167,36,104,592,414,395,637
HVO_RS17785,406,627,60,33,1099,1091,805,758,20,168,26,66,1626,812,485,1884
HVO_RS17790,39,60,17,13,81,83,71,96,9,20,13,24,126,65,57,160
HVO_RS17795,693,933,116,68,687,573,945,758,70,308,55,120,1158,557,599,2568
HVO_RS17800,1691,2262,236,106,950,751,1285,1121,87,603,79,191,1598,708,1008,2505
HVO_RS17805,233,386,36,10,67,70,41,59,12,73,16,18,94,41,80,302
HVO_RS17810,514,721,86,29,204,180,170,167,24,154,16,65,250,116,185,557
HVO_RS17815,266,358,76,39,73,88,109,109,33,120,30,76,164,79,90,212
HVO_RS17825,579,890,189,122,561,650,564,612,70,276,104,192,927,460,482,1376
HVO_RS17830,394,610,188,118,505,544,504,495,73,286,93,165,654,434,321,948
HVO_RS17835,388,683,186,171,693,589,570,704,69,197,194,261,812,582,557,1488
HVO_RS17840,52,102,27,9,42,124,151,190,7,19,18,40,149,12,533,2176
HVO_RS17845,71,107,19,8,107,122,140,160,16,44,16,25,182,95,112,223
HVO_RS17850,235,273,31,34,2006,1687,4626,3947,10,83,26,49,5243,1835,3445,7854
HVO_RS17855,3,9,9,2,181,213,362,461,2,2,4,5,235,177,964,2194
HVO_RS17860,810,1102,499,510,9718,9036,8559,10882,289,431,717,1012,11642,7442,7465,17121
HVO_RS17865,679,886,585,569,5011,4840,4467,5447,305,327,825,1044,5921,3703,3889,9447
HVO_RS17870,235,293,109,92,348,362,491,601,57,99,75,120,694,300,444,1050
HVO_RS17875,147,187,28,16,106,102,101,103,22,87,17,34,144,67,67,209
HVO_RS17880,140,165,29,40,128,130,125,113,14,53,10,30,192,113,97,260
HVO_RS17885,642,913,261,147,1231,1544,568,753,44,367,201,317,1097,934,601,1630
HVO_RS17890,83,146,44,25,77,59,45,52,4,54,28,49,84,94,27,76
HVO_RS17895,103,147,58,28,65,68,23,38,18,68,28,30,46,87,34,65
HVO_RS17900,77,153,76,63,117,150,63,103,58,80,83,133,168,120,50,233
HVO_RS17905,20,18,15,5,11,6,5,0,1,5,4,11,21,15,2,17
HVO_RS17910,198,427,327,190,157,168,78,92,50,281,127,425,149,233,70,195
HVO_RS17915,19,25,8,7,50,83,35,39,1,14,1,5,45,36,69,147
HVO_RS17920,209,292,150,95,246,248,247,258,69,144,98,169,412,236,222,486
HVO_RS17925,359,451,185,168,706,683,768,993,73,212,287,498,1353,484,1024,1916
HVO_RS17930,3,7,4,1,6,6,10,8,0,1,2,11,21,7,37,81
HVO_RS17935,15,21,8,6,11,4,18,16,9,3,9,5,22,15,46,91
HVO_RS17940,299,377,231,147,335,538,587,850,78,175,224,352,826,289,529,1278
HVO_RS17945,100,131,40,24,178,169,221,461,14,71,27,31,309,117,443,912
HVO_RS17950,2295,2955,673,377,11579,10463,18777,20894,226,930,277,657,23956,11076,17216,30898
HVO_RS17955,1146,1477,502,322,9876,7412,16395,16951,236,837,282,573,20849,8986,14541,24014
HVO_RS17960,105,169,90,47,117,112,126,144,34,71,43,74,197,107,107,339
HVO_RS17965,213,290,157,105,200,171,226,207,61,131,63,144,304,190,148,462
HVO_RS17975,700,960,318,170,471,408,521,448,117,460,150,341,564,422,334,1397
HVO_RS17980,242,402,140,140,1304,1435,1064,1364,68,156,197,255,1955,855,1248,3091
HVO_RS17985,113,184,46,44,1075,858,891,1063,41,86,49,93,1514,828,1293,2573
HVO_RS17990,113,125,62,51,366,291,407,472,33,52,61,72,618,272,385,849
HVO_RS17995,51,56,80,50,2809,3749,198,380,27,33,81,106,1391,2764,113,859
HVO_RS18000,59,94,42,20,453,582,152,253,9,23,40,66,414,303,321,860
HVO_RS18005,20,11,5,6,67,70,20,63,0,0,1,10,92,46,90,346
HVO_RS18010,45,90,80,62,238,271,33,78,23,48,46,88,176,107,42,108
HVO_RS18015,899,1418,1993,2201,1517,1880,1445,2321,1539,850,5941,6528,2665,1298,2323,4338
HVO_RS18020,728,1003,1363,1517,1739,1746,2037,2475,1291,616,3162,3541,3048,1635,2304,3153
HVO_RS18025,967,1284,2337,2305,1975,2334,2214,2789,1464,946,4104,5423,3495,1434,2226,4319
HVO_RS18030,810,1147,445,417,3801,4281,2747,3511,264,636,461,781,5372,2794,2708,6592
HVO_RS18035,225,280,90,52,624,597,618,611,51,139,65,103,819,555,423,1123
HVO_RS18040,2785,3826,1510,908,2268,2683,1881,1839,779,2207,830,1711,2394,1741,996,3415
HVO_RS18045,910,1201,350,208,249,253,292,269,160,438,140,353,402,228,243,656
HVO_RS18050,281,472,128,84,248,253,231,239,45,155,73,100,301,180,211,583
HVO_RS18055,396,484,129,78,350,318,396,384,40,214,54,133,475,294,273,975
HVO_RS18060,65,85,51,36,63,70,61,37,17,33,24,41,99,57,39,119
HVO_RS18065,36,45,26,20,77,64,90,69,17,24,33,52,122,87,38,139
HVO_RS18070,363,453,112,34,302,274,310,369,33,118,56,113,470,261,245,667
HVO_RS18075,669,909,215,87,768,649,871,770,71,293,76,214,1322,682,653,1475
HVO_RS18085,155,270,52,25,131,116,134,124,14,85,14,43,153,88,144,440
HVO_RS18090,1137,1583,387,156,992,795,807,770,112,519,125,282,1104,581,640,2010
HVO_RS18095,1379,1979,489,136,419,356,464,414,111,528,109,371,464,284,342,1000
HVO_RS18100,4131,5765,1208,303,269,197,184,231,204,1408,214,918,208,189,147,395
HVO_RS18105,868,1040,1057,925,4719,4679,2434,3514,452,776,739,1715,4481,3078,2634,4863
HVO_RS18110,1091,1332,1360,1014,5996,5439,3046,3697,570,973,984,1819,5008,3830,3309,4475
HVO_RS18120,5,8,13,7,12,2,11,20,0,7,4,12,9,2,50,66
HVO_RS18125,135,195,258,220,197,233,308,515,109,152,254,411,407,180,557,599
HVO_RS18130,147,182,190,129,179,198,310,488,90,116,184,245,384,178,661,785
HVO_RS18135,380,470,547,449,739,638,989,1366,347,347,527,887,1522,646,1263,1870
HVO_RS18140,23,39,20,9,15,8,39,43,4,4,9,4,22,8,152,178
HVO_RS18145,3580,4741,3137,2235,3090,3328,3996,5547,1765,2507,2645,4361,5553,2569,5508,6935
HVO_RS18150,621,772,503,356,467,394,752,1027,248,333,459,657,962,424,1352,1796
HVO_RS18155,1039,1279,889,731,781,711,1256,1831,441,682,780,1296,1754,732,1988,2440
HVO_RS18160,836,973,853,549,810,858,1409,1869,304,544,657,1063,1827,683,2093,3078
HVO_RS18165,15,25,8,2,32,39,35,66,0,4,2,5,80,11,180,451
HVO_RS18170,750,1224,293,152,71,78,121,87,140,448,126,299,135,54,87,203
HVO_RS18175,1520,2143,408,171,228,311,230,369,157,709,118,328,448,139,248,568
HVO_RS18180,910,1143,257,87,221,239,163,224,95,328,82,197,280,91,149,449
HVO_RS18185,1464,1937,287,151,7228,7335,3837,3812,100,557,145,273,8574,4778,3342,8836
HVO_RS18190,175,244,108,113,2605,2097,689,757,40,107,90,176,2411,1659,569,1322
HVO_RS18195,31,30,10,6,412,354,121,156,2,16,5,6,449,343,139,369
HVO_RS18200,340,431,38,20,781,701,537,403,11,89,25,45,834,577,312,753
HVO_RS18205,301,470,54,40,536,451,464,471,24,112,26,53,700,332,304,848
HVO_RS18210,30,38,9,10,8,13,6,17,2,19,11,15,21,5,13,64
HVO_RS18215,477,713,106,48,245,224,173,124,43,236,41,98,226,182,108,425
HVO_RS18220,53,69,7,3,110,83,142,244,2,23,7,14,175,91,139,217
HVO_RS18225,107,117,23,9,82,99,157,190,8,41,8,17,153,56,144,277
HVO_RS18230,1782,2295,614,535,5082,3999,6203,3534,139,842,446,692,4997,3998,2503,8268
HVO_RS18240,96,109,39,37,920,877,688,556,23,34,44,71,1111,993,344,903
HVO_RS18245,49,50,9,6,490,510,419,342,2,18,6,18,579,621,183,432
HVO_RS18250,50,80,16,16,574,500,521,370,9,18,13,17,719,677,254,541
HVO_RS18255,115,170,87,50,786,750,804,631,27,41,69,97,1057,922,482,1071
HVO_RS18260,139,173,45,38,500,432,410,403,15,63,20,76,486,329,239,695
HVO_RS18265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVO_RS18270,317,335,29,10,421,381,425,416,2,87,5,18,532,294,305,813
HVO_RS18275,1041,1123,241,143,423,351,613,686,67,288,76,194,805,285,605,1572
HVO_RS18280,2058,2976,760,472,3909,3586,5112,5714,237,951,488,792,6322,4313,4748,7013
HVO_RS18285,612,760,136,91,1090,1038,1278,1540,39,160,62,134,1898,1239,1408,1889
HVO_RS18290,23,11,6,3,66,47,77,93,6,3,6,4,104,65,103,128
HVO_RS18295,138,148,29,11,690,538,719,854,8,45,18,27,1159,714,800,960
HVO_RS18300,98,147,70,93,552,603,673,665,46,73,140,163,776,468,570,1376
HVO_RS18305,217,345,109,115,1147,1053,1582,1554,73,140,104,194,2115,910,1160,3125
HVO_RS18310,157,206,46,19,166,165,166,186,14,78,20,41,267,112,130,438
HVO_RS18315,314,727,226,233,600,3593,432,965,152,129,225,463,2045,432,384,834
HVO_RS18320,0,5,0,0,6,1,0,3,0,0,0,0,3,0,5,20
HVO_RS18325,2,5,0,1,4,4,4,4,0,1,1,0,4,6,1,11
HVO_RS18330,160,181,73,44,207,243,505,546,17,80,10,63,382,208,366,749
HVO_RS18335,103,105,28,4,8,15,8,10,13,35,4,22,12,7,13,29
HVO_RS18340,40,22,5,0,13,5,15,9,2,10,0,4,18,9,3,5
HVO_RS18345,37,95,14,5,21,17,5,16,7,24,6,17,19,10,27,50
HVO_RS18350,13,20,6,3,8,1,3,0,2,6,1,6,5,4,7,7
HVO_RS18355,98,138,35,8,45,49,40,68,8,32,14,43,58,34,55,146
HVO_RS18365,52,49,38,11,71,54,52,64,16,22,15,18,101,75,71,133
HVO_RS18370,239,323,127,60,390,483,305,377,46,127,84,121,553,407,286,701
HVO_RS18375,601,609,70,28,281,297,269,333,12,173,15,55,418,232,248,759
HVO_RS18380,256,222,42,4,68,85,88,121,18,89,11,33,156,84,123,277
HVO_RS18385,242,260,74,41,61,82,109,100,32,98,28,65,99,44,52,194
HVO_RS18395,322,416,76,36,84,82,132,112,27,105,40,84,148,70,98,166
HVO_RS18400,53,58,29,11,24,26,21,22,2,24,10,19,41,21,40,46
HVO_RS18405,84,67,9,7,245,277,230,250,2,38,6,25,341,295,225,824
HVO_RS18410,209,242,72,46,266,289,337,323,20,50,45,85,363,392,220,677
HVO_RS18415,104,128,25,24,296,265,385,384,7,30,12,29,527,345,356,713
HVO_RS18420,17,13,3,5,12,13,24,26,2,8,4,4,48,15,31,52
HVO_RS18425,53,56,8,3,27,20,32,43,0,18,0,10,44,17,24,128
HVO_RS18430,37,69,13,27,40,54,49,67,7,23,29,24,100,26,42,148
HVO_RS18435,98,46,21,10,99,147,122,97,15,25,3,18,175,170,96,210
HVO_RS18440,20,21,7,5,3,9,8,6,0,3,3,6,18,9,17,15
HVO_RS18445,485,568,186,120,242,290,275,208,45,211,127,188,298,270,122,544
HVO_RS18450,66,76,41,29,117,78,164,165,6,28,24,45,264,77,111,356
HVO_RS18455,204,247,94,41,71,75,83,109,23,128,36,66,159,94,100,278
HVO_RS18460,90,106,56,10,25,27,52,100,2,77,10,28,72,40,41,135
HVO_RS18465,887,966,320,80,234,219,415,514,28,526,61,222,425,334,344,624
HVO_RS18470,770,898,502,354,370,510,417,538,227,513,510,562,503,386,406,1079
HVO_RS18475,1189,1355,394,98,189,202,348,433,40,650,61,284,334,313,238,549
HVO_RS18480,2976,3240,711,213,297,370,646,745,82,1361,136,489,528,450,486,1095
HVO_RS18485,52,86,23,10,54,51,59,73,6,21,9,20,88,56,78,203
HVO_RS18490,418,615,64,23,377,258,385,409,20,142,20,51,509,258,312,752
HVO_RS18495,486,655,145,52,344,341,369,445,42,191,89,127,627,263,359,993
HVO_RS18500,95,135,31,22,87,104,85,89,11,53,20,33,143,87,92,277
HVO_RS18505,24,18,10,5,24,18,43,53,2,10,3,5,34,17,81,264
HVO_RS18510,87,147,46,55,165,223,159,114,14,52,23,57,260,132,87,364
HVO_RS18515,81,104,87,66,217,272,143,198,34,47,53,102,290,152,121,328
HVO_RS18520,117,208,56,67,265,268,303,320,30,101,34,80,392,239,318,768
HVO_RS18525,692,1005,450,217,459,406,431,479,166,343,171,368,720,350,362,1055
HVO_RS18530,2265,3011,1200,526,570,590,454,658,302,1197,417,1096,623,398,369,906
HVO_RS18535,3487,4884,1780,847,4776,5094,2934,3944,454,2417,799,1941,4066,3705,2782,5476
HVO_RS18540,478,690,192,134,8700,7606,14293,14076,90,228,118,223,15248,8049,10519,24961
HVO_RS18545,29,64,6,6,34,46,29,29,3,4,3,10,47,40,36,121
HVO_RS18550,167,244,51,27,197,207,188,179,39,114,40,67,166,208,136,386
HVO_RS18555,357,437,71,77,810,763,1678,1654,39,145,50,83,2103,567,1518,3242
HVO_RS18560,30,38,11,1,36,28,81,92,3,13,0,1,92,21,117,253
HVO_RS18565,404,469,90,61,294,287,359,346,34,149,62,96,459,227,272,786
HVO_RS18570,802,1163,101,47,363,365,319,311,19,266,29,91,305,337,406,786
HVO_RS18575,1600,1745,362,138,605,537,673,739,72,509,89,238,982,556,569,1214
HVO_RS18580,544,614,176,64,271,256,193,294,39,230,57,146,362,321,206,401
HVO_RS18585,225,322,91,34,228,237,219,242,17,104,34,61,380,221,162,481
HVO_RS18590,176,246,36,20,188,177,190,243,16,83,44,50,377,155,193,408
HVO_RS18595,119,166,39,30,229,232,198,263,15,62,31,51,387,203,198,542
HVO_RS18600,49,63,40,20,135,162,83,88,13,23,24,18,186,120,74,185
HVO_RS18605,29,35,12,9,123,115,183,137,7,12,11,22,214,99,105,444
HVO_RS18610,90,89,45,22,265,223,291,295,15,34,32,51,428,262,239,554
HVO_RS18615,1088,1723,637,521,5367,6544,3265,4947,252,630,697,896,6019,4135,6828,13940
HVO_RS18620,1328,1969,621,406,1599,1515,1587,1543,252,857,396,676,1863,1389,1307,3243
HVO_RS18625,33,56,21,14,39,41,41,33,4,19,18,13,43,29,79,248
HVO_RS18630,667,863,270,135,1077,996,1023,976,75,285,134,249,1230,848,847,2265
HVO_RS18635,447,497,63,10,1031,988,974,858,13,149,14,32,1048,628,720,1739
HVO_RS18640,3880,4942,4024,2985,848,1114,982,995,1659,3104,2395,4568,901,1107,621,2503
HVO_RS18645,160,154,54,45,473,524,600,668,23,72,62,94,869,412,572,1046
HVO_RS18650,43,50,49,34,231,210,144,204,24,35,32,42,265,172,126,313
HVO_RS18655,33,40,14,10,364,335,565,633,6,15,13,20,754,259,546,945
HVO_RS18660,44,70,10,4,166,163,173,187,9,15,13,11,247,88,180,347
HVO_RS18665,94,120,50,25,192,186,212,282,11,34,19,28,190,186,183,497
HVO_RS18670,213,333,68,49,236,202,376,404,24,71,31,68,402,216,345,741
HVO_RS18675,257,408,181,148,508,502,607,821,114,170,224,373,1152,387,682,1291
